text,created_at
"We continue to warn consumers &amp; health care professionals not to use hand sanitizers with dangerous methanol (wood alcohol), which is often used in fuel &amp;  antifreeze. Methanol can be toxic when absorbed through the skin, &amp; life-threatening when ingested. https://t.co/zgEYBAsPRs https://t.co/A0kuIQlyhC",7/27/2020
RT @CDCgov : You can help slow the spread of #COVID19. Practice #socialdistancing. Keep at least six feet of physical distance between yourself and others. Wear a cloth face covering when in public. More tips at https://t.co/tt49zOn1hf. https://t.co/eybKhSbNNF,7/27/2020
RT @FDA_Drug_Info : #FDAapproves topical treatment for head lice in patients 6 months and older: https://t.co/R3gBwZ2xjp https://t.co/XswYYO8Aat,7/27/2020
"RT @FDAWomen : During these uncertain times, you may have different caregiving responsibilities. Office of Women’s Health has resources for you to navigate your new normal https://t.co/T3rRNizjp2 #Caregiving https://t.co/ECcCzckL0o",7/27/2020
"RT @HHS_ASH : Considering resuming some of your daily activities while protecting yourself and others from #COVID19? To help you determine your level of risk, answer these questions about “Deciding to Go Out:"" ?? https://t.co/LEPUe1GYlE https://t.co/bGG14SfC87",7/25/2020
"Sample pooling allows for fewer tests to be run overall, conserving resources and potentially allowing more samples to be evaluated quicker.",7/25/2020
"The FDA recognizes that organizations may want to conduct screening of asymptomatic people as part of a broader strategy to help ensure the safety of their employees, patients, students and others.",7/25/2020
"The FDA reissued the LabCorp COVID-19 RT-PCR Test emergency use authorization (EUA) to include two new indications: testing for people who do not have COVID-19 symptoms or have no reason to suspect COVID-19 infection, and to allow pooled sample testing. https://t.co/DlxPhaz4lG",7/25/2020
"Today, the FDA authorized the first #COVID19 diagnostic test for screening of people without known or suspected COVID-19 infection. The authorization is also second to allow testing of pooled samples. https://t.co/wqqN0NVusI https://t.co/aJiB7gD6e6",7/25/2020
"To date, the FDA has currently authorized 188 tests under EUAs; these include 155 molecular tests, 31 antibody tests, and 2 antigen tests.",7/24/2020
FDA maintains up-to-date webpages on COVID-19-related resources including its searchable database of medical devices that have been issued emergency use authorizations during the pandemic. https://t.co/RL1OCcY31a,7/24/2020
"We issued an updated FDA #COVID19 Response At-A-Glance Summary that provides a quick look at facts, figures, and highlights of the agency's response efforts. https://t.co/gLbMOHbgih",7/24/2020
The FDA continues to help protect public health and facilitate access to medical products needed during the #COVID19 pandemic. Here is a look at some of our latest activities. https://t.co/sTDcmzJnCt https://t.co/3fH0PB6Rig,7/24/2020
"RT @SteveFDA : Access to affordable medicines is a public health priority and bringing more drug competition to the market and addressing high costs are top priorities of the Administration, @HHSgov and FDA. https://t.co/YiyZFQK0Qv",7/24/2020
#HappyBirthday to Dr. Frances Kelsey (1914-2015) who stood up against inadequate testing and corporate pressure when she refused to approve the release of the sedative drug Thalidomide in the U.S. This decision changed the FDA forever. #FearlessFriday #FDAHistory https://t.co/X3yhIdpJcF,7/24/2020
"Thinking about eating out now that restaurants are opening again for business? Before you do, we have tips to help you make healthy choices for you and your family. https://t.co/4s5nMNFwv3 https://t.co/O7xEsV3o41",7/24/2020
"To date, the FDA has currently authorized 187 tests under EUAs; these include 154 molecular tests, 31 antibody tests, and 2 antigen tests.",7/23/2020
"FDA &amp; the FTC issued a warning letter to 21st Century LaserMed Pain Institute (d/b/a Create Wellness Clinics) for offering unapproved, unlicensed, uncleared &amp; unauthorized products to mitigate, prevent, treat, diagnosis or cure #COVID19. https://t.co/o69Qux6AJI",7/23/2020
We updated the Testing Supply Substitution Strategies slide show. The presentation includes validated supply alternatives that labs can use to continue performing testing when there is a supply issue with some components of a molecular test. https://t.co/mMsIHlFEGH,7/23/2020
The FDA’s response to the #COVID19 pandemic is ongoing. Here are some of our latest activities. https://t.co/Zqjy2YMNdD https://t.co/FLbk9u1kex,7/23/2020
WATCH LIVE: @POTUS holds a news conference on the #COVID19 response. https://t.co/OLRCEtAGtt,7/23/2020
RT @SteveFDA : FDA will continue to use all available tools to address the opioid crisis. Today’s action has the potential to help put an important medicine for combatting opioid overdose and death – naloxone – in the hands of those who need it most. https://t.co/Pq6TGW3uOQ https://t.co/COl1ooHAC0,7/23/2020
"Our new webpage provides information about products marketed as stem cells, exosomes or other regenerative medicine products, including the conditions for which they are approved, and which products are not approved at all. https://t.co/fggbe3xqbQ",7/23/2020
"FDA is providing NEW resources to help consumers understand the risks associated with unapproved stem cell, exosome, and other products marketed as regenerative medicine products. #FDAVoices  https://t.co/fggbe3xqbQ",7/23/2020
#DYK July is #NationalGrillingMonth? So fire up the grill and follow these tips to ensure your grilled food reaches the table safely. https://t.co/snGBD0P6Uk https://t.co/E5IKEEzEGw,7/23/2020
"RT @FDA_Drug_Info : #ThursdayThoughts #HandSanitizer Quiz: True or False? If you add alcohol to non-alcohol hand sanitizer, it will become more useful to prevent #COVID19.",7/23/2020
RT @CDCgov : Keep key times in mind for when to wear a cloth face cover to #SlowTheSpread of #COVID19 and remember to practice other protective measures like social distancing and washing your hands. Learn more: https://t.co/jkWwZTfWSS. https://t.co/jpsWX92jhF,7/23/2020
"To date, the FDA has currently authorized 187 tests under EUAs; these include 154 molecular tests, 31 antibody tests, and 2 antigen tests.",7/22/2020
We updated the FAQs on SARS-CoV-2 testing. FAQs now list commercial manufacturers of diagnostic tests that notified FDA they validated &amp; intended to distribute a test but have been removed from the notification list &amp; should no longer offer the test. https://t.co/rssG88CJVZ,7/22/2020
We created a new website section about #COVID19 for people with cancer and health professionals. The section highlights FDA resources and how we’re working diligently to meet the needs of this vulnerable community during this critical time. https://t.co/uBdmHj4lsx,7/22/2020
Here’s a look at some of the FDA’s latest activities in our ongoing response to the #COVID19 pandemic. https://t.co/9rb2mkWQLB https://t.co/68hUmllrbA,7/22/2020
WATCH LIVE: @POTUS holds a news conference on the #COVID19 response. https://t.co/bqLZ6hV80n,7/22/2020
"RT @FDA_ORA : Sunny days are great, but sunburns aren’t. #DYK that sunscreens are #FDARegulated products and must pass certain tests before they are sold? Test your knowledge about sunscreens by taking this quiz: https://t.co/kXxIx7PaOL https://t.co/Ns60TVFzUH",7/22/2020
RT @FDA_Drug_Info : #FDAapproves treatment for cataplexy or excessive daytime sleepiness (EDS) in patients 7 years of age and older with narcolepsy: https://t.co/Y4IADDBtQF https://t.co/GkDX6lNvY8,7/22/2020
"Turning to dietary supplements to achieve that #Summer body? Many products that claim to help people lose weight contain hidden and dangerous prescription drug ingredients. If it sounds too good to be true, chances are it is. #WednesdayWisdom https://t.co/WDArJHGLjh https://t.co/iP4qTnZQSy",7/22/2020
"To date, the FDA has currently authorized 186 tests under EUAs; these include 153 molecular tests, 31 antibody tests, and 2 antigen tests.",7/21/2020
"Today, FDA delivered written testimony to the Senate Subcommittee on Manufacturing, Trade, and Consumer Protection. The statement on protecting Americans from #COVID19 scams was by Catherine Hermsen of @FDA_ORA. https://t.co/L98UpeFfeS",7/21/2020
A new #FDAVoices article on #COVID19 diagnostic test accuracy and availability describes how FDA has been proactive and supportive of test development by all comers—including laboratories and large and small commercial manufacturers. https://t.co/8Gq6F0mxzI,7/21/2020
"In the FDA’s ongoing response to #COVID19, here’s a look at some of our latest activities to protect public health and facilitate access to medical products needed during the pandemic. https://t.co/W5akGwoZVn https://t.co/ImXFY9SJUs",7/21/2020
LIVE NOW: President Trump Holds a News Conference. https://t.co/CBIde3sMg0,7/21/2020
"RT @WhiteHouse : NEXT: President @realDonaldTrump holds a news conference!

Watch live: https://t.co/EmsdctGWtd https://t.co/lt4VXzfexc",7/21/2020
"RT @FDATobacco : FDA developed youth vaping prevention posters for use by various groups including doctors, schools, youth groups, or state and local public health agencies. 

Do you educate teens on the dangers of vaping? Order or download the posters for free. https://t.co/NnhglqJi1J",7/21/2020
"We've posted an all-new episode of #FDAInsight.  Today, we're starting a two-part series on #COVID19 vaccines with Dr. Peter Marks, @FDACBER director. LISTEN NOW: https://t.co/0NYpKdlZdD",7/21/2020
FDA’s important role in testing includes determining whether the tests developed for use in the U.S. provide sufficiently accurate and reliable results &amp; helping to provide timely access to such tests.,7/21/2020
"We have been working round-the-clock to issue over 180 Emergency Use Authorizations (EUAs) for tests, including molecular, serology, antigen, and tests with at-home specimen collection and specimen pooling indications.",7/21/2020
"FDA's actions are providing clinical, patient and consumer communities with more accurate information about #COVID19 diagnostic test performance &amp; allowing for the rapid availability of new, accurate and reliable tests. Check out our new #FDAVoices! https://t.co/wA9fQlTsXi",7/21/2020
RT @FDA_Drug_Info : #TuesdayThoughts #HandSanitizer Quiz: What minimum percentage of ethyl alcohol (ethanol) should hand sanitizer contain to be most effective? ??,7/21/2020
Concerned about your pet’s health and safety during #COVID19? We have some resources to answer your questions. https://t.co/7PhF7B5faC https://t.co/XisjOTjbwT,7/21/2020
"To date, the FDA has currently authorized 186 tests under EUAs; these include 153 molecular tests, 31 antibody tests, and 2 antigen tests.",7/20/2020
The FDA also posted answers to frequently asked questions about the development and use of transport media during the #COVID19 public health emergency. https://t.co/Rj8MUgRog2,7/20/2020
"Today, the FDA immediately implemented and issued guidance to help expand the availability of media used to transport certain clinical specimens during the #COVID19 pandemic. https://t.co/R4LWzFenZ2",7/20/2020
"The FDA is extending the enforcement discretion policy for certain human cell, tissue, and cellular and tissue-based products. As a result of the challenges presented by #COVID19, we are extending the enforcement discretion policy through May 2021. https://t.co/Tw0qOCwuE5",7/20/2020
Another new #FDAVoices focuses on FDA’s continued commitment to the safety and security of our laboratories. Agency leaders address how laboratory safety is of the highest priority in all our scientific research and analytical facilities. https://t.co/1Dxrhdj3CU,7/20/2020
"In a new #FDAVoices article, FDA Protects Patients and Consumers from Fraud During #COVID19, agency leaders explain that the FDA’s consumer protection work is a cornerstone of our mission and a critical component of pandemic response efforts. https://t.co/NqW0DkxE3e",7/20/2020
We reissued an Emergency Use Authorization (EUA) to Quest Diagnostics for the Quest SARS-CoV-2 rRT-PCR test for use with pooled samples. It’s the first #COVID19 diagnostic test authorized for use with pooled samples. https://t.co/uREy43c23I,7/20/2020
The FDA continues its response to the #COVID19 pandemic. Here’s a look at some of our latest actions. https://t.co/ZJQ2HRyEgI https://t.co/DyV91BagXT,7/20/2020
We are revising the guidance to reflect that FDA generally intends to exercise enforcement discretion with respect to IND and premarket approval requirements for certain HCT/Ps through May 2021.,7/20/2020
"Our November 2017 regenerative medicine policy framework was developed to help facilitate and support the innovation of therapies. FDA also outlined our intent to exercise enforcement discretion, until November 2020, for certain regenerative medicine products.",7/20/2020
"This move will provide manufacturers and potential sponsors an additional 6 months to determine if they need to submit an Investigational New Drug (IND) or marketing application and, if such an application is needed, to prepare and submit the application, as appropriate.",7/20/2020
"Today we extended the enforcement discretion policy for certain human cell, tissue, and cellular and tissue-based products (HCT/Ps), as a result of the challenges presented by the #COVID19 pandemic. https://t.co/zCHsVSMNoQ https://t.co/vPGV6Uq1zA",7/20/2020
RT @FDA_Drug_Info : #FDA issued a Funding Opportunity Announcement to solicit applications to support the development of publicly available standard core sets of Clinical Outcomes Assessments and their related endpoints. Check out our latest CDER Conversation to learn more: https://t.co/zeN4sWdHy9 https://t.co/CX93wt1Xd8,7/20/2020
Operation Quack Hack leverages agency expertise and advanced analytics to protect consumers from fraudulent medical products during the #COVID19 pandemic.,7/20/2020
"We identified thousands of new “high-risk” internet domains that had been registered in early 2020 and to neutralize these threats to consumers during the #COVID19 pandemic, we launched Operation Quack Hack. https://t.co/rpQWxPKNRO",7/20/2020
FDA has developed a number of resources on steps consumers and patients can take to protect themselves from fraud during #COVID19.  https://t.co/rpQWxPKNRO,7/20/2020
"FDA is committed to promoting consumer safety during #COVID19. We’ve identified more than 700 fraudulent and unproven medical products related to #COVID19. Read our latest #FDAVoices! https://t.co/rpQWxPKNRO
https://t.co/rpQWxPKNRO",7/20/2020
"RT @FDATobacco : FDA issued warning letters notifying 10 companies, including the maker of Puff Bar, to remove flavored disposable e-cigarettes and youth-appealing e-liquid products from the market for not having the required authorization. https://t.co/8M0ER6Qm0n https://t.co/Ou8TCrIPgw",7/20/2020
RT @FDAanimalhealth : Attention Pet Owners:  Do not use hand sanitizer to clean your pet’s paws. It can cause poisoning if absorbed through the skin. Hand sanitizer products can make your dog sick if eaten. https://t.co/nxZnGxvtth,7/20/2020
"Is your favorite tanning salon open for business again? If you use indoor tanning equipment, follow these steps at https://t.co/ksPugdtprk to reduce the dangers of #UVExposure. #UVAwareness #UVSafetyMonth https://t.co/U13ZtSsBTR",7/20/2020
"RT @FDAanimalhealth : Multiple brands of pet hemp oil products recalled for lead contamination. Certain lots of Tasty Drops, Purfurred, Made by Hemp, Herbal Renewals, Barkley Bistro, A Clean Choice, BC Hemp, Boost IV Hydration, Acadia Farms. Stop using these lots immediately. https://t.co/mDmSPnRaOR https://t.co/lOQDPgO3TO",7/18/2020
The FDA continues to work with a number of diagnostic test developers to facilitate new approaches and get additional tests to more Americans more quickly.,7/18/2020
"Sample pooling allows labs to combine &amp; test samples in a batch. Ultimately, pooling is expected to require fewer tests, meaning fewer test supplies are used &amp; more tests can be run at the same time so patients can get results faster in most cases.",7/18/2020
We reissued the EUA to Quest Diagnostics to authorize its Quest SARS-CoV-2 rRT-PCR test for use with up to four pooled samples collected under observation. https://t.co/QvBpaGdCBH,7/18/2020
"Today, the FDA issued the first Emergency Use Authorization (EUA) for sample pooling in a #COVID19 diagnostic test. https://t.co/YtHeydxH1N https://t.co/WF7Im9dIXP",7/18/2020
"To date, the FDA has currently authorized 184 tests under EUAs; these include 152 molecular tests, 30 antibody tests, and 2 antigen tests.",7/18/2020
We issued 2 more Emergency Use Authorizations (EUAs) for #COVID19 diagnostic tests. EUAs went to Boston Heart Diagnostics for its Boston Heart COVID-19 RT-PCR Test and Luminex Corporation for its xMAP SARS-CoV-2 Multi-Antigen IgG Assay. https://t.co/WK4mEJvMvj,7/18/2020
"We approved an abbreviated new drug application, or generic, for heparin sodium, an anti-coagulant to prevent blood clotting. https://t.co/PYBcS4uhSn",7/18/2020
FDA issued warning letters to the operators of hydroxychloroquine-online and pharmaboosters websites for marketing unapproved #COVID19 products. There are currently no FDA-approved drugs to prevent or treat COVID-19.,7/18/2020
The FDA continues its efforts to protect people from fraudulent #COVID19 products and facilitate access to medical products during the pandemic. Read about some of our latest actions. https://t.co/Fc2q14VAKE https://t.co/aRwHpnveJc,7/18/2020
"RT @SecAzar : Let's all take these important steps together to protect ourselves and our loved ones and to help slow the spread of the virus: 

1? Stay six feet apart
2? Wear a face covering
3? Wash your hands

As the @Surgeon_General says: #COVIDStopsWithMe 

https://t.co/3wGWvmokZ4",7/17/2020
Thanks for all the great questions! #AskFDA https://t.co/8w0ZwNzdIc,7/17/2020
"Q: Why not legalize CBD? #AskFDA
- @carpent302

A: https://t.co/PfoCPGLyNU",7/17/2020
"Q: Why hasn’t the FDA come up with a streamlined and affordable PMTA process for Mom &amp; Pop Vape Shops? #AskFDA
- @CarolynSynychak

A: https://t.co/H1Ury61Zt8",7/17/2020
"Q: #AskFDA Can we get infected with coronavirus twice?
- @YahyabeyOussam4

A: https://t.co/2Od3bS19Nx",7/17/2020
Join FDA Commissioner @SteveFDA as he tackles your questions in his next Twitter Q&amp;A. It starts at 4 p.m. EDT today! #AskFDA,7/17/2020
"Plan on eating out this weekend? As restaurants start to reopen, check out our infographic on making safe food choices when dining out: https://t.co/HaaXNu6Si1 https://t.co/zmq8ceqrvv",7/17/2020
"To date, the FDA has currently authorized 182 tests under EUAs; these include 151 molecular tests, 29 antibody tests, and 2 antigen tests.",7/16/2020
FDA’s MedWatch Alert webpage on safety and reported adverse events has information on the latest recalls of several hand sanitizers because of potential methanol contamination. https://t.co/2u9D4EGH8i,7/16/2020
"FDA will close its #COVID19 industry hotline on 7/17 at 8 p.m. EDT. To meet current needs, industry &amp; laboratory questions will be supported through the Contacts for Medical Devices During the COVID-19 Pandemic directory. https://t.co/Z7MymWTtbE",7/16/2020
Here’s the latest #COVID19 update from the FDA. https://t.co/Glm276fUpK https://t.co/lwmBsznFWa,7/16/2020
RT @FDAfood : Looking for what’s new from the @US_FDA on #COVID_19?  Check out our latest updates page and sign up for COVID-19 email updates.  https://t.co/N0uuzLc5WG,7/16/2020
"RT @CDCgov : As of July 14: In the last 7 days, #COVID19 cases increased nationally with 3 states each reporting more than 50,000 new cases. Help slow the spread by taking steps like wearing cloth face coverings. See more COVID-19 data here: https://t.co/4Ku7nKLZCq https://t.co/x4fmtcabcc",7/16/2020
RT @FDATobacco : FDA issued Not Substantially Equivalent (NSE) orders for 13 tobacco products that had been provisionally permitted to be sold on the market since 2011. https://t.co/N35M4nw4V2,7/16/2020
RT @FDA_Drug_Info : #ThursdayThoughts #HandSanitizer Quiz: True or False? Making my own hand sanitizer is better than buying some or not having any.,7/16/2020
RT @FDA_Drug_Info : Questions about methanol contamination in hand sanitizer? Visit FDAs searchable list to help you identify whether a firms’ hand sanitizer product is being recalled or has potential or confirmed methanol contamination: https://t.co/GeUwr33Y6W https://t.co/iqn8Lop6hD,7/16/2020
"This #MinorityMentalHealth Awareness month, we're proud to support the mental and emotional wellbeing of racial and ethnic minorities. Learn about @FDAHealthEquity's dedication to advancing health equity for all including those in underserved communities. https://t.co/IdQGAdCxGR",7/16/2020
"To date, the FDA has currently authorized 179 tests under EUAs; these include 148 molecular tests, 29 antibody tests, and 2 antigen tests.",7/15/2020
We updated our FAQs on SARS-CoV-2 testing. We now note labs removed from the list of those that notified us they developed &amp; validated diagnostic tests. We removed the labs after determining their tests should no longer be used. https://t.co/rssG88CJVZ,7/15/2020
The FDA continues to respond to the #COVID19 pandemic. Here are some of our latest activities. https://t.co/wphLDd3BZM https://t.co/4HbFITsyQD,7/15/2020
"#FDAHistory #WednesdayWisdom The Drug Abuse Control Amendments, which gave FDA special controls over depressant, stimulant, hallucinogenic, and counterfeit drugs, was signed into law 55 years ago today by President Lyndon B. Johnson. https://t.co/MK9RtaSTDd",7/15/2020
RT @CDCgov : Planning to host summer gatherings or cook-outs with people not in your household? Check out CDC’s new tips to help protect you and your family. For tips: https://t.co/KNd6wCwSsl. https://t.co/Ejvmk5BjJY,7/15/2020
"To date, the FDA has currently authorized 179 tests under EUAs; these include 148 molecular tests, 29 antibody tests, and 2 antigen tests.",7/14/2020
FDA added dexamethasone sodium phosphate to the lists of drugs for temporary compounding by outsourcing facilities &amp; pharmacy compounders during #COVID19. The updates help address shortages of some drugs for hospitalized COVID-19 patients.,7/14/2020
"We issued warning letters to 2 companies for selling fraudulent #COVID19-related products. Letters went to Health Beauty Love, which offers tincture products, and Kegan Wellness, which offers products including “She Vitamin C Tablets.” https://t.co/hgvVy5xM3K",7/14/2020
Do you know the correct way to use hand sanitizers? We encourage you to take the hand sanitizer quiz we just posted and get answers to some of the most frequently asked questions. https://t.co/pchftEPXwA,7/14/2020
"We updated the webpage for our Coronavirus Treatment Acceleration Program, which focuses on possible treatments. There are now more than 510 drug development programs in planning stages, and we’ve reviewed more than 230 trials of potential therapies. https://t.co/VYSgX9oADP",7/14/2020
FDA works every day to tackle #COVID19. Here’s a look at our latest activities. https://t.co/zyc8xwRKIP https://t.co/4Ylh90tVVM,7/14/2020
"Mmmm, inspected mac&amp;cheese… https://t.co/HWOxD8rmGW",7/14/2020
"We will strive to report the number of active drug development programs, studies underway, EUAs and approvals at our Coronavirus Treatment Acceleration Program (CTAP) program dashboard monthly. https://t.co/q69FakGtVx",7/14/2020
FDA’s Coronavirus Treatment Acceleration Program (CTAP) leverages cross-agency scientific resources and expertise to bear on #COVID19 therapeutic development and review. https://t.co/q69FakGtVx,7/14/2020
"We’re excited to announce there are now more than 510 drug development programs of potential therapies for #COVID19 in planning stages. As of today, FDA has reviewed more than 230 trials of potential therapies for #COVID19. Read our latest #FDAVoices!  https://t.co/q69FakGtVx",7/14/2020
Avoid human chorionic gonadotropin (HCG) weight-loss products. HCG is not FDA-approved for use without a prescription for any purpose. It is not approved for weight loss. https://t.co/X2pbXGDtX6 https://t.co/n1z4e3r1vX,7/14/2020
Be sure to check out the newest episode of #FDAInsight! https://t.co/9OBbuFfxFI,7/14/2020
RT @FDA_Drug_Info : #TuesdayThoughts #HandSanitizer Quiz: You should always use hand sanitizer to disinfect your hands to prevent the spread of #COVID19 to others.,7/14/2020
"RT @CDCgov : Cloth face coverings may help prevent the spread of #COVID19 when they are widely used in public settings. When you wear a face covering, you help protect those around you. When others wear one, they help protect people around them, including you. https://t.co/jkWwZTxyhs https://t.co/xohqMV6PKK",7/14/2020
"RT @FDATobacco : Secondhand smoke could be harmful to pets. This summer, keep your favorite road trip buddy safe by staying smoke-free. ?? https://t.co/UpUr8rvEhH https://t.co/cEaKwGe4RN",7/14/2020
"To date, the FDA has currently authorized 175 tests under EUAs; these include 145 molecular tests, 28 antibody tests, and 2 antigen tests.",7/13/2020
"We issued EUAs to electroCore for its GammaCore Sapphire Non-invasive Vagus Nerve Stimulator to help asthma patients with known or suspected #COVID19, and to Circadiance, under the umbrella EUA for ventilators, for its SleepWeaver Prevent CPAP Mask. https://t.co/YF802ErauY",7/13/2020
"We released the New Era of Smarter Food Safety blueprint to help create a more digital, more traceable and safer food system. The #COVID19 pandemic underscores the need for modern approaches as we respond to unique demands on our food system. https://t.co/9ewhM6Aoub",7/13/2020
FDA scientists have been studying antibody response to SARS-CoV-2 spike proteins. The research could help inform vaccine design by increasing our understanding of the various antibody responses triggered by spike-protein-based vaccines. https://t.co/89ZsqxRLzg,7/13/2020
"The FDA continues to fight #COVID19. Read our newest Daily Roundup to see our latest actions concerning vaccine development, food safety and medical devices. https://t.co/y0GwGKCaHI https://t.co/sQ9JeBrfKj",7/13/2020
"RT @FDA_Drug_Info : FDA is alerting patients and health care professionals to several voluntary recalls of extended release (ER) metformin due to the possibility the medicines could contain NDMA above the acceptable intake limit. To learn more, visit: https://t.co/c5yRO8xiay",7/13/2020
"#ICYMI, the FDA announced the New Era of Smarter Food Safety Initiative. We’ve posted the blueprint to our website and you can watch our video explaining what we mean when we say we want a smarter and safer food supply. https://t.co/GfUibtpLMC",7/13/2020
Hot weather can be one of many triggers for those who suffer from asthma. Knowing what your specific triggers are and learning how to avoid them can help you prevent an asthma attack. https://t.co/G0qs3tNEz8 https://t.co/WDqk7c2S0E,7/13/2020
"RT @HHSGov : BREAKING: HHS has announced free ""surge"" #COVID19 testing in three hotspot jurisdictions: 

?? Jacksonville, FL
?? Baton Rouge, LA
?? Edinburg, TX

More information, including testing locations and criteria: https://t.co/RiNTmrSou6 https://t.co/Ns5rpPVLsf",7/13/2020
"To date, the FDA has currently authorized 173 tests under EUAs; these include 144 molecular tests, 27 antibody tests, and 2 antigen tests.",7/10/2020
"We issued Emergency Use Authorizations (EUAs) for diagnostic tests developed by UCSF Health Clinical Laboratories, UCSF Clinical Labs at China Basin for its SARS-CoV-2 RNA DETECTR Assay &amp; BioSewoom, Inc. for its Real-Q 2019-nCoV Detection Kit. https://t.co/7utYOlWRLE",7/10/2020
"FDA is preparing to resume domestic inspections w/ a new risk-assessment system. We're working to restart on-site inspections the week of 7/20, depending on virus’ trajectory in a given state &amp; locality &amp; the rules/guidelines in those state &amp; local govts. https://t.co/kjxweD2cyw",7/10/2020
We are working tirelessly during the #COVID19 pandemic to protect public health. Here are some of our latest actions. https://t.co/Wo1WHEyu6n https://t.co/YOagRvfU50,7/10/2020
"RT @FDAfood : Consumers should be extremely cautious of products claiming to treat #COVID19. While FDA is working with medical product developers to quickly advance the development &amp; availability of a #COVID19 treatment, no FDA-approved treatment currently exists. https://t.co/xyzBMZAPxV",7/10/2020
"Monday, FDA enters a New Era of Smarter Food Safety! Join @FrankYiannasFDA and @SteveFDA for the premiere of our new blueprint. https://t.co/5Q08YkLuDf",7/10/2020
"Despite pausing on-site surveillance inspections in the U.S. in March, our investigators have conducted mission critical inspections &amp; other activities to ensure FDA-regulated industries are meeting requirements.",7/10/2020
Resuming prioritized domestic inspections will depend on data about the virus’s trajectory in a given state &amp; locality – and the rules &amp; guidelines put in place by state and local governments.,7/10/2020
We developed a rating system that uses real-time data to help us determine when and where it’s safest to conduct prioritized domestic inspections.,7/10/2020
A #COVID19 Update: We are preparing to resume prioritized domestic inspections of FDA-regulated facilities that were postponed in March. https://t.co/kjxweD2cyw https://t.co/9JvMI5U5eT,7/10/2020
"Sunlight is the most common form of #UVRadiation, but other sources include tanning booths, mercury vapor lighting, and some types of lights &amp; lasers. Learn more about the effects of UV radiation &amp; what factors affect your #UVExposure: https://t.co/NWABtu5mKO #UVAwareness https://t.co/KLs1ikzobc",7/10/2020
"To date, the FDA has currently authorized 171 tests under EUAs; these include 142 molecular tests, 27 antibody tests, and 2 antigen tests.",7/9/2020
"A U.S. District Court in Florida took action that permanently enjoins certain named defendants from selling &amp; distributing “Miracle Mineral Solution,” an industrial bleach claimed to cure #COVID19. FDA has warned consumers not to purchase/use the product. https://t.co/SOMBKab4Vp",7/9/2020
The FDA and its federal partners continue to protect the public and support health care providers in the fight against #COVID19. https://t.co/AbO70GjHa6 https://t.co/ANFoD5VATk,7/9/2020
Thanks for your questions! @SteveFDA will be back next week to answer more! #AskFDA https://t.co/0g7tPZfjnE,7/9/2020
"Q: #AskFDA When are you going to respond to all of the people with ALS and their families and advocates who are demanding change in the way you respond to ALS and the need for URGENT treatment pathways and options? We are no different than those who demanded …
- @ozarrows13 A: https://t.co/oSxTvfQHvE",7/9/2020
"Q: #AskFDA Do you foresee an increase in the # of job opportunities for people w/advanced degrees in regulatory affairs for drugs, biologics, &amp; medical devices, to help strengthen &amp; grow our public health response/preparedness, as we learn from this &amp; better…
- @jaime_brush A: https://t.co/oE9xwnz0QW",7/9/2020
"Q: Do we have an ETA when we can expect the earliest date we can get a vaccine to be approved and it’s implementation ?#AskFDA
- @fgabato A: https://t.co/pAmXipGWiu",7/9/2020
FDA Commissioner @SteveFDA is back with answers to a few of your questions. His first response is coming right up.  #AskFDA,7/9/2020
Keep it simple! Happy #NationalSugarCookieDay. https://t.co/RMZzN3Ovau https://t.co/8B88RML8SB,7/9/2020
A New Era is coming… https://t.co/rRuKMh9bW1,7/9/2020
"RT @CDCgov : If you’ve been in close contact with a person who has #COVID19, a public health worker may call to let you know you’ve been exposed. Answer the call to #SlowTheSpread. Learn what happens during contact tracing: https://t.co/9ZN2zYTaud. https://t.co/8CVGrkIT9e",7/9/2020
"To date, the FDA has currently authorized 169 tests under EUAs; these include 141 molecular tests, 26 antibody tests, and 2 antigen tests.",7/8/2020
We're alerting consumers &amp; health care professionals that additional hand sanitizer products have been added to our list of products with confirmed &amp; potential methanol contamination. Check your hand sanitizer product to determine if it's on this list. https://t.co/AcsuhiT0Gk,7/8/2020
"Federal prosecutors to announce charged 4 Florida residents who allegedly marketed “Miracle Mineral Solution (MMS),” a toxic bleach, as a #COVID19 cure. In prior warning statements, FDA urged consumers not to purchase or use MMS. https://t.co/Q8wfrjF26K",7/8/2020
"We issued a warning letter to Ionogen, LLC for selling fraudulent #COVID19 products. The company offers “Ionopure Skin &amp; Hands” for sale in the U.S. with misleading claims the products can mitigate, prevent, treat, diagnose, or cure COVID-19 in people. https://t.co/zSLFPOGP0h",7/8/2020
The FDA continues to combat #COVID19. Here’s a look at some of our latest actions to protect public health. https://t.co/nMbNpZj19K https://t.co/u8levZLOOU,7/8/2020
"RT @FDAfood : FDA’s standard hygiene, safe food handling, and cooking practices that protect us from foodborne-illness (aka food poisoning) remain important during #COVID19: wash your hands &amp; sanitize surfaces, separate foods, cook to proper temperature &amp; chill. https://t.co/5IWYJDTTz7 https://t.co/aoo48MzBRz",7/8/2020
"Cleaning your hands with wipes you’ve left in the car? Keep in mind that heat can cause the preservatives to break down, leading to possible bacteria and mold growth. Find more tips on using face wipes: https://t.co/H4IzvtMyv3 https://t.co/wvDKlEehe2",7/8/2020
"To date, the FDA has currently authorized 166 tests under EUAs; these include 138 molecular tests, 26 antibody tests, and 2 antigen tests.",7/8/2020
